chart,difficulty,difficulty_level,song_title_eng,song_title_jpn,cluster,total_notes,bpm,duration_seconds,pca_x,pca_y
363_normal.svg,normal,11,UNDERWATER,UNDERWATER,13,393,145.0,148.0,-1.7914001363605996,0.3515242303117751
386_normal.svg,normal,11,Kirapipi☆Kirapika,キラピピ★キラピカ,13,394,160.0,102.0,-1.581413314180866,1.039366348439516
86_normal.svg,normal,11,on the rocks,on the rocks,13,425,150.0,127.0,-1.5512327488429412,0.507689349967006
501_normal.svg,normal,11,Bad Apple!! feat.SEKAI,Bad Apple!! feat.SEKAI,13,477,138.0,146.0,-1.619351246108586,-0.09045042620900193
190_normal.svg,normal,12,The Daughter of Evil,悪ノ娘,13,214,140.0,91.0,-2.305143819673179,0.32381406287884495
576_normal.svg,normal,12,Fire Dance,ファイアダンス,13,252,140.0,92.0,-2.098129206256312,0.22292591989903832
460_normal.svg,normal,12,LEADER,LEADER,13,265,140.0,110.0,-2.1997482485532673,0.26827163530684944
140_normal.svg,normal,12,icedrop,アイスドロップ,13,267,158.0,106.0,-1.7340606235514695,1.0087961887800794
547_normal.svg,normal,12,,終焉逃避行,13,278,147.0,100.0,-1.962160382065025,0.5330897670353486
100_normal.svg,normal,12,ECHO,ECHO,13,279,140.0,99.0,-2.0040709351288792,0.18506469578340012
551_normal.svg,normal,12,,ロストアンブレラ,13,280,137.0,122.0,-2.217007535979435,0.12253917161198968
91_normal.svg,normal,12,Dramaturgy,ドラマツルギー,13,284,149.0,95.0,-1.7752639226004248,0.545228724380075
507_normal.svg,normal,12,Empurple,エンパープル,13,288,136.0,125.0,-2.238099508283321,0.08215319941935796
632_normal.svg,normal,12,,Surges,13,289,137.0,134.0,-2.250886636223359,0.14230495385796973
492_normal.svg,normal,12,I'm the Rain,私は雨,13,289,144.0,125.0,-2.040667681539596,0.4136385727792933
109_normal.svg,normal,12,Hibikase,ヒビカセ,13,292,140.0,115.0,-2.041343744871276,0.2011189310161858
553_normal.svg,normal,12,Parry,パリィ,13,293,140.0,124.0,-2.1151123907233496,0.23675650347730517
545_normal.svg,normal,12,Noten,脳天,13,297,144.0,116.0,-2.1040467816632566,0.4456922475681023
11_normal.svg,normal,12,Viva Happy,ビバハピ,13,297,148.0,94.0,-1.6870924405584258,0.44836799190027415
634_normal.svg,normal,12,,光線歌,13,302,144.0,119.0,-2.0375606679813587,0.4141224563925625
114_normal.svg,normal,12,Ura-Omote Lovers,裏表ラバーズ,13,304,159.0,110.0,-1.5914070649646959,0.9972892403617025
466_normal.svg,normal,12,TEARS OF GARNET,ガーネットの涙,13,304,139.0,119.0,-2.130956242356455,0.18815293218216647
533_normal.svg,normal,12,Reincarnation Apple,転生林檎,13,307,145.0,113.0,-2.0231844678327726,0.4616404633882364
467_normal.svg,normal,12,AI no UTA,あいのうた,13,308,139.0,123.0,-2.093877900256689,0.17910951106149373
104_normal.svg,normal,12,Cendrillon 10th Anniversary,サンドリヨン 10th Anniversary,13,311,147.0,117.0,-1.9508315589120504,0.5233635930478768
508_normal.svg,normal,12,,ヘイヴン,13,312,144.0,116.0,-1.9581335845643095,0.36849938333299836
561_normal.svg,normal,12,,プロトディスコ,13,317,140.0,129.0,-1.8828612008691108,0.12165785223970137
458_normal.svg,normal,12,Weigh anchor,抜錨,13,317,140.0,125.0,-1.9024518196179745,0.12941574377824167
578_normal.svg,normal,12,"Hello, SEKAI",ハローセカイ,13,320,150.0,105.0,-1.7821176575790607,0.4393745951535932
653_normal.svg,normal,12,,パメラ,13,320,148.0,133.0,-1.920258184588793,0.5702040427398497
438_normal.svg,normal,12,Hide and Seek,ハイドアンド・シーク,13,321,138.0,125.0,-1.9887040866129804,0.06586096242008693
152_normal.svg,normal,12,I want to be your heart,だれかの心臓になれたなら,13,323,145.0,117.0,-1.8916757285438135,0.40062328463254676
174_normal.svg,normal,12,"1,2, FanClub",いーあるふぁんくらぶ,13,323,145.0,125.0,-1.964408601682403,0.4357671494755333
491_normal.svg,normal,12,Cat Loving,キャットラビング,13,323,163.0,116.0,-1.5451527751474423,1.1824251578134244
669_normal.svg,normal,12,,げんてん,13,327,160.0,131.0,-1.5978006952065051,1.0488596014942915
481_normal.svg,normal,12,Clear and Serene,明鏡止水,13,331,150.0,123.0,-1.7401073112083387,0.5831119372430609
168_normal.svg,normal,12,DarlingDance,ダーリンダンス,13,332,153.0,102.0,-1.5798898261600813,0.3883626597077901
124_normal.svg,normal,12,Mikumiku Ni Shiteageru [Shiteyanyo],みくみくにしてあげる♪【してやんよ】,13,339,160.0,101.0,-1.3938037463604613,0.9500123688671421
106_normal.svg,normal,12,As You Like It,お気に召すまま,13,339,143.0,112.0,-1.7716016862754262,0.10556695501851178
348_normal.svg,normal,12,Judgment of Corruption,悪徳のジャッジメント,13,340,140.0,127.0,-1.9411772783727728,0.1547141828899354
77_normal.svg,normal,12,Wah Wah World,ワーワーワールド,13,343,160.0,109.0,-1.4721750817721326,0.9953590698130942
490_normal.svg,normal,12,,ルーマー,13,355,140.0,123.0,-1.956770535041103,0.006694240783245496
211_normal.svg,normal,12,IF,イフ,13,357,135.0,130.0,-1.9220204834530714,-0.11226810568175406
61_normal.svg,normal,12,Cellphone Love Story,携帯恋話,13,361,150.0,139.0,-1.581929290896859,0.5109518890328466
484_normal.svg,normal,12,,Henceforth,13,366,158.0,126.0,-1.5516252378171822,0.9191517920538383
601_normal.svg,normal,12,,ルマ,13,368,154.0,128.0,-1.5577823956552441,0.7116093033230886
651_normal.svg,normal,12,,ホワイトハッピー,13,371,160.0,127.0,-1.471915401600414,0.9963509671397696
26_normal.svg,normal,12,BRING IT ON,劣等上等,13,371,160.0,98.0,-1.3699872749000173,0.946068475635896
238_normal.svg,normal,12,Black★Rock Shooter,ブラック★ロックシューター,13,377,152.5,115.0,-1.5576093030646603,0.45528136487055065
177_normal.svg,normal,12,Butterfly on Your Right Shoulder,右肩の蝶,13,377,140.0,132.0,-1.6310544798576052,0.0077998666163691475
558_normal.svg,normal,12,,のだ,13,377,142.0,121.0,-1.8727989273005166,0.09262006884171413
13_normal.svg,normal,12,Nostalogic,Nostalogic,13,381,140.0,120.0,-1.7738167980791906,0.08462562661549398
324_normal.svg,normal,12,Coral,箱庭のコラル,13,387,138.0,129.0,-2.0096147250538796,0.08743511843033551
423_normal.svg,normal,12,Regulus,レグルス,13,387,146.0,127.0,-1.8681967048661516,0.43686648766954267
89_normal.svg,normal,12,Color of Drops,Color of Drops,13,392,152.0,114.0,-1.608524335402599,0.4827169228812412
407_normal.svg,normal,12,When First Love Ends,初めての恋が終わる時,13,394,140.0,134.0,-1.5818637017772892,-0.03804636564059633
341_normal.svg,normal,12,"Can't Defeat ""Take No Notice Boys""",難聴系男子が倒せない,13,394,150.0,143.0,-1.601363777779506,0.5262201704864444
70_normal.svg,normal,12,Melty Land Nightmare,メルティランドナイトメア,13,397,140.0,119.0,-1.7682246417165504,0.07939117026397559
188_normal.svg,normal,12,Heart Forecast,心予報,13,400,143.0,133.0,-1.7678393986794319,0.23625462856382226
208_normal.svg,normal,12,We're Still Underground,僕らまだアンダーグラウンド,13,406,148.0,122.0,-1.4936735378763735,0.36052923383238444
108_normal.svg,normal,12,Because You're Here,愛されなくても君がいる,13,407,150.0,140.0,-1.5558146466926568,0.5087104144177403
436_normal.svg,normal,12,Kosho Yashiki Satsujin Jiken,古書屋敷殺人事件,13,409,140.0,122.0,-1.6023618231419205,-0.004363641445967378
596_normal.svg,normal,12,,D/N/A,13,417,150.0,129.0,-1.5797522777946489,0.5163692780271961
454_normal.svg,normal,12,Electric Angel,えれくとりっく・えんじぇぅ,13,417,150.0,126.0,-1.435455210316554,0.44337703245004606
101_normal.svg,normal,12,RAD DOGS,RAD DOGS,13,418,140.0,140.0,-1.783022601881895,0.09095266359068252
180_normal.svg,normal,12,Mirai,ミライ,13,419,138.0,158.0,-1.6215940294220907,-0.09698032437970537
367_normal.svg,normal,12,All I Need are Things I Like,すきなことだけでいいです,13,419,140.0,155.0,-1.8942753689936804,0.1380533877952485
296_normal.svg,normal,12,Cantarella,カンタレラ,13,426,144.0,125.0,-1.408392596284469,0.11291182139458199
252_normal.svg,normal,12,DREAM PLACE,DREAM PLACE,13,432,136.0,142.0,-1.631866083915078,-0.20341964858131042
390_normal.svg,normal,12,Dear,Dear,13,435,135.0,150.0,-1.9206290280721354,-0.12141762197466452
573_normal.svg,normal,12,The Future of Beginning,はじまりの未来,13,439,156.0,134.0,-1.4826022701517703,0.7833261405406813
258_normal.svg,normal,12,Shinkai Shoujo,深海少女,13,449,137.0,145.0,-1.8770379958381094,-0.029057025411722864
268_normal.svg,normal,12,Non-breath oblige,ノンブレス・オブリージュ,13,459,148.0,129.0,-1.6141557453500812,0.18486706336450182
246_normal.svg,normal,12,Alien Alien,エイリアンエイリアン,13,461,152.0,143.0,-1.364488825760306,0.5240135185003555
556_normal.svg,normal,12,,サイハテ,13,465,146.0,130.0,-1.447688919926917,0.24156045847348193
253_normal.svg,normal,12,DAYBREAK FRONTLINE,DAYBREAK FRONTLINE,13,479,136.0,139.0,-1.7081608824736416,-0.16645949229041887
464_normal.svg,normal,12,Intergalactic Bound,Intergalactic Bound,13,484,140.0,126.0,-1.4304490594965111,-0.08760608446055922
265_normal.svg,normal,12,Change me,Change me,13,500,135.0,147.0,-1.6570307915204012,-0.23823527964286334
354_normal.svg,normal,12,Setsuna Trip,セツナトリップ,13,524,145.0,155.0,-1.3807211507509047,0.156095656003809
356_normal.svg,normal,13,Realize,リアライズ,13,241,150.0,94.0,-1.95026205310148,0.6771595797023445
537_normal.svg,normal,13,,花に風,13,289,148.0,128.0,-1.988565319411816,0.599810248955538
353_normal.svg,normal,13,kitty,キティ,13,298,145.0,114.0,-2.0073102148073536,0.44500639935080566
193_normal.svg,normal,13,Worldwide Wander,ワールドワイドワンダー,13,309,142.0,97.0,-1.8401637806826319,0.092769453748147
478_normal.svg,normal,13,FUEL,フューエル,13,312,156.0,100.0,-1.6290885001968018,0.848605754071856
349_normal.svg,normal,13,Evil Food Eater Conchita,悪食娘コンチータ,13,325,160.0,102.0,-1.5716109030788137,1.0336923740932829
579_normal.svg,normal,13,Worlders,Worlders,13,329,137.5,133.0,-2.0425358084432834,0.08891155666662653
473_normal.svg,normal,13,Mind Brand,マインドブランド,13,336,156.0,125.0,-1.579736120318086,0.823680109231278
295_normal.svg,normal,13,Float Planner,フロート・プランナー,13,344,138.0,103.0,-1.9623443754468672,0.06259418339236086
548_normal.svg,normal,13,Bokuno Kamisama,ぼくのかみさま,13,350,140.0,124.0,-1.9402279337060038,0.1612489570184943
385_normal.svg,normal,13,God-ish,神っぽいな,13,352,142.0,147.0,-1.9808189334665023,0.2866334555598873
94_normal.svg,normal,13,Totemoitai Itagaritai,とても痛い痛がりたい,13,353,140.0,113.0,-1.9562009799833981,0.16534083496629592
672_normal.svg,normal,13,,ハウトゥー世界征服,13,354,151.0,121.0,-1.7877098865092529,0.6605935155089108
411_normal.svg,normal,13,Tonal Twinkle Tetrad,世界を照らすテトラッド,13,356,155.0,117.0,-1.6083681844729634,0.7906666924547221
620_normal.svg,normal,13,,紗痲,13,360,160.0,130.0,-1.4194044498964618,0.9684514873515107
72_normal.svg,normal,13,Bless Your Breath,ブレス・ユア・ブレス,13,361,152.0,94.0,-1.6362119198560188,0.6477535641849289
432_normal.svg,normal,13,Kyo-Fu All Back,強風オールバック,13,361,135.0,137.0,-1.9043776392534115,-0.1161092976692471
387_normal.svg,normal,13,Hello Builder,Hello Builder,13,363,160.0,112.0,-1.4721123771574696,0.9927108947166057
648_normal.svg,normal,13,Life Will Change,Life Will Change,13,364,145.0,126.0,-1.8484193347123379,0.37531103193351645
369_normal.svg,normal,13,Melancholic,メランコリック,13,369,140.0,147.0,-1.7819650691056326,0.07527431343491885
452_normal.svg,normal,13,CYBER PUNK DEAD BOY,サイバーパンクデッドボーイ,13,370,157.0,122.0,-1.5473428214385707,0.8709854124018581
145_normal.svg,normal,13,Venom,ベノム,13,372,152.0,128.0,-1.6412464188042828,0.651580641123312
469_normal.svg,normal,13,Lagtrain,ラグトレイン,13,393,147.0,127.0,-1.538219738369197,0.33610483630175375
621_normal.svg,normal,13,,東京サマーセッション,13,399,160.0,132.0,-1.3275672571863228,0.922656563607671
51_normal.svg,normal,13,The World Hasn't Even Started Yet,セカイはまだ始まってすらいない,13,400,138.0,121.0,-1.561189511216597,-0.13221520642234894
21_normal.svg,normal,13,Law-evading Rock,脱法ロック,13,405,155.0,121.0,-1.238542775109009,0.6176992657448679
523_normal.svg,normal,13,Resonance Between You and Me.,きみとぼくのレゾナンス,13,407,145.0,132.0,-1.7074426232051811,0.3001773654217643
626_normal.svg,normal,13,,フィッシュアンドTips,13,415,160.0,123.0,-1.436328265105269,0.9816319893382704
554_normal.svg,normal,13,,snooze,13,416,150.0,127.0,-1.5708379566269395,0.5147497907936315
391_normal.svg,normal,13,Cute Na Kanojo,キュートなカノジョ,13,416,160.0,132.0,-1.1671011713826254,0.8480010491291315
477_normal.svg,normal,13,Mozaik Role (Reloaded),モザイクロール (Reloaded),13,417,148.0,124.0,-1.6479946214220607,0.4476305673283205
480_normal.svg,normal,13,Mischievous Function,おちゃめ機能,13,425,150.0,125.0,-1.473638216669678,0.4670282983125645
664_normal.svg,normal,13,,人マニア,13,427,150.0,129.0,-1.4737030398257736,0.4586743445340964
408_normal.svg,normal,13,CIRCUS PANIC!!!,CIRCUS PANIC!!!,13,428,151.0,138.0,-1.5442369655739359,0.5505299358417142
28_normal.svg,normal,13,Doctor=Funk Beat,ドクター＝ファンクビート,13,436,150.0,127.0,-1.3667301692019294,0.4223163085179811
525_normal.svg,normal,13,Antenna 39,アンテナ39,13,439,147.0,125.0,-1.5614119791424372,0.35319640166860494
461_normal.svg,normal,13,Odorobo,おどロボ,13,452,145.0,164.0,-1.4542760341665433,0.19627362866893597
216_normal.svg,normal,13,Luka Luka★Night Fever,ルカルカ★ナイトフィーバー,13,457,160.0,139.0,-1.2246727339428454,0.8855002769599222
399_normal.svg,normal,13,Disco No.39,Disco No.39,13,465,145.0,134.0,-1.567911372985594,0.24556073871741782
84_normal.svg,normal,13,junky nighttown orchestra,ジャンキーナイトタウンオーケストラ,13,465,145.0,142.0,-1.3771091551613954,0.1643441247967086
276_normal.svg,normal,13,SHANTI,シャンティ,13,467,144.0,130.0,-1.4765383311618165,0.15692761995388588
589_normal.svg,normal,13,,バレリーコ,13,471,150.0,129.0,-1.3419250995519596,0.4107416311963159
360_normal.svg,normal,13,Solar System Disco,太陽系デスコ,13,489,150.0,146.0,-1.2991606385016294,0.38897975779322785
351_normal.svg,normal,13,Aioi,相生,13,493,140.0,161.0,-1.518235285372568,-0.03974733757438149
381_normal.svg,normal,13,shinjinrui,新人類,13,526,144.0,156.0,-1.4784606550035153,0.16025038794726887
448_normal.svg,normal,13,Sage,Sage,13,595,145.0,150.0,-1.3799324415088012,0.16267284228944118
456_normal.svg,normal,14,Kibou no tsuki,幾望の月,13,316,138.0,125.0,-2.1747610553243404,0.15881975913936106
98_normal.svg,normal,14,Lost One's Weeping,ロストワンの号哭,13,343,162.0,107.0,-1.2304291152590898,0.9846975619270657
504_normal.svg,normal,14,I know I know.,I know 愛脳.,13,385,150.0,121.0,-1.5075181080887812,0.4804726923014624
625_normal.svg,normal,14,,このふざけた素晴らしき世界は、僕の為にある,13,397,152.0,123.0,-1.490397373148774,0.5723900078053186
110_normal.svg,normal,14,Senbonzakura,千本桜,13,427,154.0,124.0,-1.2936626243585134,0.5970028091894937
392_normal.svg,normal,14,spring storm,春嵐,13,450,140.0,140.0,-1.619714718506793,0.013915224033782874
590_normal.svg,normal,14,,マンハッタン,13,463,140.0,131.0,-1.6176886512844584,0.007008728796627303
149_hard.svg,hard,15,Kanadetomosusora,カナデトモスソラ,13,405,158.0,114.0,-1.0526226536077383,0.6914545119284224
100_hard.svg,hard,16,ECHO,ECHO,13,404,140.0,99.0,-1.517683440693949,-0.0346113176847196
578_hard.svg,hard,17,"Hello, SEKAI",ハローセカイ,13,451,150.0,105.0,-1.1924683238605331,0.14431844228580548
634_hard.svg,hard,17,,光線歌,13,460,144.0,119.0,-1.3795538830312406,0.12072442286565817
130_easy.svg,easy,6,From Tokyo,フロムトーキョー,14,137,130.0,99.0,-3.784429923973353,-3.809605291633385
600_easy.svg,easy,7,,征け,14,142,135.0,111.0,-3.5407219823321165,-3.5971576904810134
226_normal.svg,normal,13,Lost and Found,ロストエンファウンド,15,690,92.0,156.0,-2.2889775211647003,-2.5055530148480325
311_hard.svg,hard,15,Dawn and Fireflies,夜明けと蛍,15,457,80.0,145.0,-2.588300958139094,-2.7896420336747925
332_hard.svg,hard,16,Epilogue without you,エピローグに君はいない,15,406,85.0,113.0,-2.4056989120459953,-2.7263151191082766
516_hard.svg,hard,16,Achikochi Date-san,あちこちデートさん,15,433,76.5,122.0,-2.660333537930446,-2.9980577731386173
358_hard.svg,hard,16,kokoronashi,心做し,15,456,84.0,138.0,-2.452514633051834,-2.9667922567965155
526_hard.svg,hard,16,Comet Galaxy,彗星ノ銀河,15,469,85.0,124.0,-2.514196196358189,-2.562618114886194
404_hard.svg,hard,16,blender,blender,15,524,103.0,136.0,-1.9355495636349282,-1.7926568264192069
96_hard.svg,hard,16,from Y to Y,from Y to Y,15,551,98.0,155.0,-1.7701333905838075,-2.1470144641091258
223_hard.svg,hard,16,Thousand Year Solo,千年の独奏歌,15,606,108.0,151.0,-1.427996220248351,-1.7679112943646633
194_hard.svg,hard,16,DSCF,妄想感傷代償連盟,15,630,110.0,141.0,-1.4584562970068549,-1.6347263364729885
50_hard.svg,hard,16,Blessing,Blessing,15,631,110.0,132.0,-1.3908620375304206,-1.7327838642803004
384_hard.svg,hard,17,Twilight Light,トワイライトライト,15,408,88.0,106.0,-2.4143109089887598,-2.7406583040821286
457_hard.svg,hard,17,Supernova,Supernova,15,504,105.0,130.0,-1.9748761260854804,-1.6684781491477085
260_hard.svg,hard,17,Love Ka?,ラブカ？,15,517,106.5,103.0,-1.3835564177326167,-1.9073316609813338
409_hard.svg,hard,17,Passion at 25:00,25時の情熱,15,525,86.0,119.0,-2.0905505262244986,-2.9352089806209856
638_hard.svg,hard,17,,花弁、それにまつわる音声,15,529,108.0,131.0,-1.7984716499944553,-1.7526637744010527
270_hard.svg,hard,17,Bloom in mud,泥中に咲く,15,535,85.0,145.0,-2.2527192540749863,-2.5993593794852807
293_hard.svg,hard,17,Irony,アイロニ,15,605,90.0,144.0,-1.8772794689429235,-2.499089989624921
339_hard.svg,hard,17,glow,glow,15,644,85.0,158.0,-1.6797233419086857,-2.8777560189740696
650_hard.svg,hard,18,,あの夏が飽和する。,15,497,90.0,126.0,-2.263781968473668,-2.329193692214382
434_hard.svg,hard,18,living millennium,1000年生きてる,15,500,100.0,108.0,-1.8138142419602203,-2.0148188572148777
200_hard.svg,hard,18,Airhead,ガランド,15,557,93.0,130.0,-1.858142006928805,-2.350338802716856
83_hard.svg,hard,18,Gimme×Gimme,Gimme×Gimme,15,613,105.0,135.0,-1.6470555843062773,-1.801660197478669
304_hard.svg,hard,18,I am you,Iなんです,15,631,92.5,106.0,-1.2549385499675572,-2.7637982473806804
239_hard.svg,hard,18,Moonlight,月光,15,660,109.0,157.0,-1.3029450594828493,-1.7670614550068946
170_hard.svg,hard,18,villain,ヴィラン,15,679,102.0,150.0,-1.2965604042222851,-2.137970660095655
435_hard.svg,hard,18,Relayouter,リレイアウター,15,738,87.0,153.0,-1.3561572582881758,-2.8995670559186215
226_hard.svg,hard,18,Lost and Found,ロストエンファウンド,15,868,92.0,156.0,-1.0934315682421933,-2.8518002917130794
133_hard.svg,hard,19,Devil's Manner,悪魔の踊り方,15,588,106.0,117.0,-1.4230712775635228,-1.864704424952809
659_expert.svg,expert,21,,あなたの空が泣くのなら,15,478,88.0,127.0,-2.066283099965332,-2.538417391648789
196_expert.svg,expert,21,Made to Order,オーダーメイド,15,480,75.0,125.0,-2.194380308723437,-3.479239967962824
237_expert.svg,expert,21,Kimi no Yoru Wo Kure,君の夜をくれ,15,482,80.0,122.0,-1.8514597703568716,-3.3763144110328316
532_expert.svg,expert,21,Layer Note,レイヤーノート,15,563,78.0,128.0,-2.023716910905456,-3.334276331589892
500_expert.svg,expert,21,Yokanimitorete,余花にみとれて,15,599,83.0,130.0,-2.13337438108904,-2.7583924523176817
526_expert.svg,expert,21,Comet Galaxy,彗星ノ銀河,15,688,85.0,124.0,-1.5005993267175395,-3.0090041943874013
142_expert.svg,expert,22,Reborn,再生,15,458,76.0,102.0,-2.3466716112252333,-3.0397956397376027
597_expert.svg,expert,22,,その絵の名前は,15,514,86.0,125.0,-1.7907854404575498,-2.7795337350450775
384_expert.svg,expert,22,Twilight Light,トワイライトライト,15,520,88.0,106.0,-1.6371221085803,-2.935986211995225
292_expert.svg,expert,22,Ichi Ni no San de,いちにのさんで,15,595,83.0,162.0,-1.494666768722932,-3.0661162319747155
270_expert.svg,expert,22,Bloom in mud,泥中に咲く,15,646,85.0,145.0,-1.6369136500721042,-2.8880099828450003
66_expert.svg,expert,22,Hello/How Are You?,ハロ／ハワユ,15,690,95.0,146.0,-0.9062766074195232,-2.7023060508134633
311_expert.svg,expert,22,Dawn and Fireflies,夜明けと蛍,15,691,80.0,145.0,-1.062633298964083,-3.470629544296287
516_expert.svg,expert,22,Achikochi Date-san,あちこちデートさん,15,693,76.5,122.0,-1.2572603618815401,-3.926834045652623
339_expert.svg,expert,22,glow,glow,15,875,85.0,158.0,-0.4249842061538277,-3.46420975746562
189_expert.svg,expert,23,Nomad,ノマド,15,515,90.0,91.0,-2.000768597445646,-2.453601361231024
442_expert.svg,expert,23,Suresure,すれすれ,15,521,86.0,97.0,-1.6840298015831954,-2.9598342403489393
470_expert.svg,expert,23,Hajimete no Oto,ハジメテノオト,15,539,100.0,130.0,-1.5220943305881298,-2.236983882200056
332_expert.svg,expert,23,Epilogue without you,エピローグに君はいない,15,596,85.0,113.0,-1.57526089469945,-2.9895243527905078
434_expert.svg,expert,23,living millennium,1000年生きてる,15,673,100.0,108.0,-0.7188040009270706,-2.527932416515005
519_expert.svg,expert,23,Natsuyo No Uta,夏夜ノ唄,15,695,103.0,122.0,-0.7632177392102081,-2.3513837572328704
147_expert.svg,expert,23,Karakuri Pierrot,からくりピエロ,15,714,102.0,138.0,-0.9615555774040218,-2.306083267419674
269_expert.svg,expert,23,Lonely Universe,ロンリーユニバース,15,781,100.0,141.0,-0.5519440955943905,-2.915459801407343
223_expert.svg,expert,23,Thousand Year Solo,千年の独奏歌,15,791,108.0,151.0,-0.911122589686452,-1.9945176936615947
650_expert.svg,expert,24,,あの夏が飽和する。,15,626,90.0,126.0,-1.634657263686113,-2.620146723318295
394_expert.svg,expert,24,Bottle Cake,ボトルケーキ,15,640,107.0,115.0,-0.9878428513487677,-2.335674859104381
629_expert.svg,expert,24,,8.32,15,659,110.0,121.0,-1.3245933508926306,-1.7092288290195683
457_expert.svg,expert,24,Supernova,Supernova,15,750,105.0,130.0,-0.6642719294426693,-2.285102799575366
200_expert.svg,expert,24,Airhead,ガランド,15,761,93.0,130.0,-0.8617946384722533,-2.8116664502070585
292_append.svg,append,24,Ichi Ni no San de,いちにのさんで,15,791,83.0,162.0,-0.12470628491305527,-3.72688293202993
189_append.svg,append,25,Nomad,ノマド,15,531,90.0,91.0,-1.6667345497721555,-2.621024150807051
594_expert.svg,expert,25,,Call!!,15,549,108.0,102.0,-1.3319227359921064,-1.814654114283068
500_master.svg,master,25,Yokanimitorete,余花にみとれて,15,613,83.0,130.0,-1.9177502715481793,-2.8639148354389086
111_expert.svg,expert,25,Cutlery,カトラリー,15,686,108.0,111.0,-0.9298432300117356,-1.9889958746964538
311_append.svg,append,25,Dawn and Fireflies,夜明けと蛍,15,717,80.0,145.0,-0.995354845053022,-3.7565697219695267
409_master.svg,master,25,Passion at 25:00,25時の情熱,15,725,86.0,119.0,-0.9272214658875568,-3.366765758184445
339_append.svg,append,25,glow,glow,15,855,85.0,158.0,-0.9136726851824428,-3.279731242852902
142_master.svg,master,26,Reborn,再生,15,547,76.0,102.0,-1.8897129985777108,-3.3171248530404047
597_master.svg,master,26,,その絵の名前は,15,555,86.0,125.0,-1.4554499250855601,-2.933040258056564
189_master.svg,master,26,Nomad,ノマド,15,592,90.0,91.0,-1.5769524857613477,-2.7230540847719986
442_master.svg,master,26,Suresure,すれすれ,15,595,86.0,97.0,-1.7119095048787136,-2.9665961511907133
196_master.svg,master,26,Made to Order,オーダーメイド,15,601,75.0,125.0,-1.720338550731576,-3.5005949383830908
384_master.svg,master,26,Twilight Light,トワイライトライト,15,619,88.0,106.0,-1.2201300523353305,-3.3033474334896495
332_master.svg,master,26,Epilogue without you,エピローグに君はいない,15,625,85.0,113.0,-1.419152839993752,-2.9963445375835622
470_master.svg,master,26,Hajimete no Oto,ハジメテノオト,15,639,100.0,130.0,-1.2804326528644063,-2.2606070385869823
237_master.svg,master,26,Kimi no Yoru Wo Kure,君の夜をくれ,15,662,80.0,122.0,-0.9721016894420198,-3.793665059730846
526_master.svg,master,26,Comet Galaxy,彗星ノ銀河,15,699,85.0,124.0,-1.6363597305353654,-2.9234006649195234
292_master.svg,master,26,Ichi Ni no San de,いちにのさんで,15,715,83.0,162.0,-1.1664140932424152,-3.2107191015394605
270_master.svg,master,26,Bloom in mud,泥中に咲く,15,761,85.0,145.0,-0.9763374873023771,-3.196374728589264
294_master.svg,master,26,Sorega Anata No Shiawase To Shitemo,それがあなたの幸せとしても,15,814,74.0,127.0,-0.8442057123725807,-3.8352839800051637
358_master.svg,master,26,kokoronashi,心做し,15,832,84.0,138.0,-0.17351473289488048,-3.62902566236987
311_master.svg,master,26,Dawn and Fireflies,夜明けと蛍,15,852,80.0,145.0,-0.5171719962824503,-3.8700090733303063
435_expert.svg,expert,26,Relayouter,リレイアウター,15,960,87.0,153.0,0.10133906777331249,-3.5811598273997403
532_master.svg,master,27,Layer Note,レイヤーノート,15,679,78.0,128.0,-1.5305372023570667,-3.292189773511173
384_append.svg,append,27,Twilight Light,トワイライトライト,15,754,88.0,106.0,-0.607658373723922,-3.2215358490754595
619_master.svg,master,27,,Connecting,15,792,91.0,122.0,-0.3314985454839888,-3.2188815066690566
434_master.svg,master,28,living millennium,1000年生きてる,15,757,100.0,108.0,-0.5739404759678931,-2.63557578661236
650_master.svg,master,28,,あの夏が飽和する。,15,789,90.0,126.0,-0.9843185637687492,-2.9068650413785915
293_master.svg,master,28,Irony,アイロニ,15,943,90.0,144.0,-0.15074432118854567,-3.288427006750137
516_master.svg,master,30,Achikochi Date-san,あちこちデートさん,15,829,76.5,122.0,-0.8844480738110775,-3.9342360533883114
397_easy.svg,easy,6,filament fever,フィラメントフィーバー,16,252,171.5,114.0,-1.8111099019009482,1.7757384685465778
119_easy.svg,easy,7,World's End Dancehall,ワールズエンド・ダンスホール,16,131,171.0,102.0,-2.045101552468724,1.8310320157872655
417_easy.svg,easy,7,Kuu Ni Naru,くうになる,16,147,166.0,109.0,-2.094873421413202,1.5919114912195653
583_easy.svg,easy,7,,アクセラレイト,16,150,170.0,102.0,-2.0465275316931333,1.7799563125826552
627_easy.svg,easy,7,,テトリス,16,169,170.0,94.0,-1.8867942227893635,1.703405562243793
529_easy.svg,easy,7,culture,カルチャ,16,169,172.0,109.0,-1.9371819747417205,1.8354046556929862
215_easy.svg,easy,7,Judas,ジウダス,16,172,198.0,102.0,-1.3219979131784632,2.9178842181468014
375_easy.svg,easy,7,Hoshi wo Tsunagu,星を繋ぐ,16,178,174.0,96.0,-1.7766840356755946,1.8576192741524309
678_easy.svg,easy,7,,金時計,16,186,170.0,99.0,-1.9457825976337952,1.7344530318929214
